Movie,Year,value,Release Date,Production Budget,Domestic Gross,Worldwide Gross
Due Date,2010,Robert Downey Jr.,"Nov 5, 2010",65000000,100539043,211739043
Due Date,2010,Zach Galifianakis,"Nov 5, 2010",65000000,100539043,211739043
Due Date,2010,Michelle Monaghan,"Nov 5, 2010",65000000,100539043,211739043
Due Date,2010,Jamie Foxx,"Nov 5, 2010",65000000,100539043,211739043
The Rugrats Movie,1998,Elizabeth Daily,"Nov 20, 1998",28000000,100494685,140894685
The Rugrats Movie,1998,Christine Cavanaugh,"Nov 20, 1998",28000000,100494685,140894685
The Rugrats Movie,1998,Kath Soucie,"Nov 20, 1998",28000000,100494685,140894685
The Rugrats Movie,1998,Melanie Chartoff,"Nov 20, 1998",28000000,100494685,140894685
Million Dollar Baby,2004,Hilary Swank,"Dec 15, 2004",30000000,100492203,231928227
Million Dollar Baby,2004,Clint Eastwood,"Dec 15, 2004",30000000,100492203,231928227
Million Dollar Baby,2004,Morgan Freeman,"Dec 15, 2004",30000000,100492203,231928227
Million Dollar Baby,2004,Jay Baruchel,"Dec 15, 2004",30000000,100492203,231928227
A Wrinkle in Time,2018,Storm Reid,"Mar 9, 2018",103000000,100478608,133401882
A Wrinkle in Time,2018,Oprah Winfrey,"Mar 9, 2018",103000000,100478608,133401882
A Wrinkle in Time,2018,Reese Witherspoon,"Mar 9, 2018",103000000,100478608,133401882
A Wrinkle in Time,2018,Mindy Kaling,"Mar 9, 2018",103000000,100478608,133401882
Jumanji,1995,Robin Williams,"Dec 15, 1995",65000000,100458310,262758310
Jumanji,1995,Kirsten Dunst,"Dec 15, 1995",65000000,100458310,262758310
Jumanji,1995,Bonnie Hunt,"Dec 15, 1995",65000000,100458310,262758310
Jumanji,1995,Jonathan Hyde,"Dec 15, 1995",65000000,100458310,262758310
Step Brothers,2008,Will Ferrell,"Jul 25, 2008",65000000,100468793,128468793
Step Brothers,2008,John C. Reilly,"Jul 25, 2008",65000000,100468793,128468793
Step Brothers,2008,Mary Steenburgen,"Jul 25, 2008",65000000,100468793,128468793
Step Brothers,2008,Richard Jenkins,"Jul 25, 2008",65000000,100468793,128468793
Evan Almighty,2007,Steve Carell,"Jun 22, 2007",175000000,100289690,174131329
Evan Almighty,2007,Morgan Freeman,"Jun 22, 2007",175000000,100289690,174131329
Evan Almighty,2007,Lauren Graham,"Jun 22, 2007",175000000,100289690,174131329
Evan Almighty,2007,Johnny Simmons,"Jun 22, 2007",175000000,100289690,174131329
Fifty Shades Freed,2018,Dakota Johnson,"Feb 7, 2018",55000000,100407760,371985018
Fifty Shades Freed,2018,Jamie Dornan,"Feb 7, 2018",55000000,100407760,371985018
Fifty Shades Freed,2018,Eric Johnson,"Feb 7, 2018",55000000,100407760,371985018
Fifty Shades Freed,2018,Eloise Mumford,"Feb 7, 2018",55000000,100407760,371985018
Casper,1995,Bill Pullman,"May 26, 1995",55000000,100328194,282300000
Casper,1995,Christina Ricci,"May 26, 1995",55000000,100328194,282300000
Casper,1995,Cathy Moriarty,"May 26, 1995",55000000,100328194,282300000
Casper,1995,Eric Idle,"May 26, 1995",55000000,100328194,282300000
Shakespeare in Love,1998,Gwyneth Paltrow,"Dec 11, 1998",26000000,100317794,279500000
Shakespeare in Love,1998,Joseph Fiennes,"Dec 11, 1998",26000000,100317794,279500000
Shakespeare in Love,1998,Geoffrey Rush,"Dec 11, 1998",26000000,100317794,279500000
Shakespeare in Love,1998,Tom Wilkinson,"Dec 11, 1998",26000000,100317794,279500000
Bad Teacher,2011,Cameron Diaz,"Jun 24, 2011",19000000,100292856,215448997
Bad Teacher,2011,Jason Segel,"Jun 24, 2011",19000000,100292856,215448997
Bad Teacher,2011,Justin Timberlake,"Jun 24, 2011",19000000,100292856,215448997
Bad Teacher,2011,Lucy Punch,"Jun 24, 2011",19000000,100292856,215448997
Yogi Bear,2010,Dan Aykroyd,"Dec 17, 2010",80000000,100246011,204774690
Yogi Bear,2010,Justin Timberlake,"Dec 17, 2010",80000000,100246011,204774690
Yogi Bear,2010,Anna Faris,"Dec 17, 2010",80000000,100246011,204774690
Yogi Bear,2010,Tom Cavanagh,"Dec 17, 2010",80000000,100246011,204774690
Kingsman: The Golden Circle,2017,Taron Egerton,"Sep 19, 2017",104000000,100234838,408803696
Kingsman: The Golden Circle,2017,Colin Firth,"Sep 19, 2017",104000000,100234838,408803696
Kingsman: The Golden Circle,2017,Mark Strong,"Sep 19, 2017",104000000,100234838,408803696
Kingsman: The Golden Circle,2017,Channing Tatum,"Sep 19, 2017",104000000,100234838,408803696
Edge of Tomorrow,2014,Tom Cruise,"May 28, 2014",178000000,100206256,370541256
Edge of Tomorrow,2014,Emily Blunt,"May 28, 2014",178000000,100206256,370541256
Edge of Tomorrow,2014,Bill Paxton,"May 28, 2014",178000000,100206256,370541256
Edge of Tomorrow,2014,Brendan Gleeson,"May 28, 2014",178000000,100206256,370541256
The Hunchback of Notre Dame,1996,Demi Moore,"Jun 21, 1996",100000000,100138851,325500000
The Hunchback of Notre Dame,1996,Jason Alexander,"Jun 21, 1996",100000000,100138851,325500000
The Hunchback of Notre Dame,1996,Mary Kay Bergman,"Jun 21, 1996",100000000,100138851,325500000
The Hunchback of Notre Dame,1996,Corey Burton,"Jun 21, 1996",100000000,100138851,325500000
Se7en,1995,Morgan Freeman,"Sep 22, 1995",30000000,100125643,328125643
Se7en,1995,Brad Pitt,"Sep 22, 1995",30000000,100125643,328125643
Se7en,1995,Kevin Spacey,"Sep 22, 1995",30000000,100125643,328125643
Se7en,1995,Andrew Kevin Walker,"Sep 22, 1995",30000000,100125643,328125643
The Addams Family,2019,Oscar Isaac,"Oct 11, 2019",24000000,97185807,200096428
The Addams Family,2019,Charlize Theron,"Oct 11, 2019",24000000,97185807,200096428
The Addams Family,2019,Chloë Grace Moretz,"Oct 11, 2019",24000000,97185807,200096428
The Addams Family,2019,Finn Wolfhard,"Oct 11, 2019",24000000,97185807,200096428
Passengers,2016,Jennifer Lawrence,"Dec 21, 2016",110000000,100014699,302239672
Passengers,2016,Chris Pratt,"Dec 21, 2016",110000000,100014699,302239672
Passengers,2016,Michael Sheen,"Dec 21, 2016",110000000,100014699,302239672
Passengers,2016,Laurence Fishburne,"Dec 21, 2016",110000000,100014699,302239672
Christopher Robin,2018,Ewan McGregor,"Aug 3, 2018",75000000,99215042,197504758
Christopher Robin,2018,Hayley Atwell,"Aug 3, 2018",75000000,99215042,197504758
Christopher Robin,2018,Bronte Carmichael,"Aug 3, 2018",75000000,99215042,197504758
Christopher Robin,2018,Mark Gatiss,"Aug 3, 2018",75000000,99215042,197504758
Hercules,1997,Tate Donovan,"Jun 13, 1997",70000000,99112101,250700000
Hercules,1997,Susan Egan,"Jun 13, 1997",70000000,99112101,250700000
Hercules,1997,James Woods,"Jun 13, 1997",70000000,99112101,250700000
Hercules,1997,Josh Keaton,"Jun 13, 1997",70000000,99112101,250700000
Olympus Has Fallen,2013,Gerard Butler,"Mar 20, 2013",70000000,98927592,172878928
Olympus Has Fallen,2013,Aaron Eckhart,"Mar 20, 2013",70000000,98927592,172878928
Olympus Has Fallen,2013,Morgan Freeman,"Mar 20, 2013",70000000,98927592,172878928
Olympus Has Fallen,2013,Angela Bassett,"Mar 20, 2013",70000000,98927592,172878928
The Green Hornet,2011,Seth Rogen,"Jan 14, 2011",110000000,98780042,229155503
The Green Hornet,2011,Jay Chou,"Jan 14, 2011",110000000,98780042,229155503
The Green Hornet,2011,Christoph Waltz,"Jan 14, 2011",110000000,98780042,229155503
The Green Hornet,2011,Cameron Diaz,"Jan 14, 2011",110000000,98780042,229155503
Date Night,2010,Steve Carell,"Apr 9, 2010",55000000,98711404,152269033
Date Night,2010,Tina Fey,"Apr 9, 2010",55000000,98711404,152269033
Date Night,2010,Mark Wahlberg,"Apr 9, 2010",55000000,98711404,152269033
Date Night,2010,Taraji P. Henson,"Apr 9, 2010",55000000,98711404,152269033
The Color Purple,1985,Danny Glover,"Dec 18, 1985",15000000,93589701,93589701
The Color Purple,1985,Whoopi Goldberg,"Dec 18, 1985",15000000,93589701,93589701
The Color Purple,1985,Oprah Winfrey,"Dec 18, 1985",15000000,93589701,93589701
The Color Purple,1985,Margaret Avery,"Dec 18, 1985",15000000,93589701,93589701
Billy Jack,1971,Tom Laughlin,"Jan 1, 1971",800000,98000000,98000000
Billy Jack,1971,Delores Taylor,"Jan 1, 1971",800000,98000000,98000000
Billy Jack,1971,Clark Howat,"Jan 1, 1971",800000,98000000,98000000
Billy Jack,1971,Victor Izay,"Jan 1, 1971",800000,98000000,98000000
Yes Man,2008,Jim Carrey,"Dec 19, 2008",50000000,97690976,225990976
Yes Man,2008,Zooey Deschanel,"Dec 19, 2008",50000000,97690976,225990976
Yes Man,2008,Bradley Cooper,"Dec 19, 2008",50000000,97690976,225990976
Yes Man,2008,John Michael Higgins,"Dec 19, 2008",50000000,97690976,225990976
Sausage Party,2016,Seth Rogen,"Aug 10, 2016",19000000,97670358,141344255
Sausage Party,2016,Kristen Wiig,"Aug 10, 2016",19000000,97670358,141344255
Sausage Party,2016,Jonah Hill,"Aug 10, 2016",19000000,97670358,141344255
Sausage Party,2016,Alistair Abell,"Aug 10, 2016",19000000,97670358,141344255
Inspector Gadget,1999,Matthew Broderick,"Jul 23, 1999",75000000,97387965,97387965
Inspector Gadget,1999,Rupert Everett,"Jul 23, 1999",75000000,97387965,97387965
Inspector Gadget,1999,Joely Fisher,"Jul 23, 1999",75000000,97387965,97387965
Inspector Gadget,1999,Michelle Trachtenberg,"Jul 23, 1999",75000000,97387965,97387965
Public Enemies,2009,Christian Bale,"Jul 1, 2009",102500000,97104620,212282709
Public Enemies,2009,Johnny Depp,"Jul 1, 2009",102500000,97104620,212282709
Public Enemies,2009,Christian Stolte,"Jul 1, 2009",102500000,97104620,212282709
Public Enemies,2009,Jason Clarke,"Jul 1, 2009",102500000,97104620,212282709
The Social Network,2010,Jesse Eisenberg,"Oct 1, 2010",40000000,96962694,224922135
The Social Network,2010,Andrew Garfield,"Oct 1, 2010",40000000,96962694,224922135
The Social Network,2010,Justin Timberlake,"Oct 1, 2010",40000000,96962694,224922135
The Social Network,2010,Rooney Mara,"Oct 1, 2010",40000000,96962694,224922135
The Others,2001,Nicole Kidman,"Aug 10, 2001",17000000,96522687,207765056
The Others,2001,Christopher Eccleston,"Aug 10, 2001",17000000,96522687,207765056
The Others,2001,Fionnula Flanagan,"Aug 10, 2001",17000000,96522687,207765056
The Others,2001,Alakina Mann,"Aug 10, 2001",17000000,96522687,207765056
Legally Blonde,2001,Reese Witherspoon,"Jul 13, 2001",18000000,96493426,141809235
Legally Blonde,2001,Luke Wilson,"Jul 13, 2001",18000000,96493426,141809235
Legally Blonde,2001,Selma Blair,"Jul 13, 2001",18000000,96493426,141809235
Legally Blonde,2001,Matthew Davis,"Jul 13, 2001",18000000,96493426,141809235
Panic Room,2002,Jodie Foster,"Mar 29, 2002",48000000,95308367,196308367
Panic Room,2002,Kristen Stewart,"Mar 29, 2002",48000000,95308367,196308367
Panic Room,2002,Forest Whitaker,"Mar 29, 2002",48000000,95308367,196308367
Panic Room,2002,Dwight Yoakam,"Mar 29, 2002",48000000,95308367,196308367
Rocketman,2019,Taron Egerton,"May 24, 2019",41000000,96368160,193761394
Rocketman,2019,Jamie Bell,"May 24, 2019",41000000,96368160,193761394
Rocketman,2019,Richard Madden,"May 24, 2019",41000000,96368160,193761394
Rocketman,2019,Bryce Dallas Howard,"May 24, 2019",41000000,96368160,193761394
Dead Poets Society,1989,Robin Williams,"Jun 2, 1989",16400000,95860116,239500000
Dead Poets Society,1989,Robert Sean Leonard,"Jun 2, 1989",16400000,95860116,239500000
Dead Poets Society,1989,Ethan Hawke,"Jun 2, 1989",16400000,95860116,239500000
Dead Poets Society,1989,Josh Charles,"Jun 2, 1989",16400000,95860116,239500000
Zero Dark Thirty,2012,Jessica Chastain,"Dec 19, 2012",52500000,95720716,134612435
Zero Dark Thirty,2012,Joel Edgerton,"Dec 19, 2012",52500000,95720716,134612435
Zero Dark Thirty,2012,Chris Pratt,"Dec 19, 2012",52500000,95720716,134612435
Zero Dark Thirty,2012,Mark Strong,"Dec 19, 2012",52500000,95720716,134612435
Cold Mountain,2003,Jude Law,"Dec 25, 2003",80000000,95632614,165173909
Cold Mountain,2003,Nicole Kidman,"Dec 25, 2003",80000000,95632614,165173909
Cold Mountain,2003,Renée Zellweger,"Dec 25, 2003",80000000,95632614,165173909
Cold Mountain,2003,Eileen Atkins,"Dec 25, 2003",80000000,95632614,165173909
Sex and the City 2,2010,Sarah Jessica Parker,"May 27, 2010",95000000,95347692,294680778
Sex and the City 2,2010,Kim Cattrall,"May 27, 2010",95000000,95347692,294680778
Sex and the City 2,2010,Kristin Davis,"May 27, 2010",95000000,95347692,294680778
Sex and the City 2,2010,Cynthia Nixon,"May 27, 2010",95000000,95347692,294680778
The Princess Diaries 2: Royal Engagement,2004,Anne Hathaway,"Aug 11, 2004",45000000,95149435,122071435
The Princess Diaries 2: Royal Engagement,2004,Callum Blue,"Aug 11, 2004",45000000,95149435,122071435
The Princess Diaries 2: Royal Engagement,2004,Julie Andrews,"Aug 11, 2004",45000000,95149435,122071435
The Princess Diaries 2: Royal Engagement,2004,Hector Elizondo,"Aug 11, 2004",45000000,95149435,122071435
Unbreakable,2000,Bruce Willis,"Nov 22, 2000",73243106,94999143,248099143
Unbreakable,2000,Samuel L. Jackson,"Nov 22, 2000",73243106,94999143,248099143
Unbreakable,2000,Robin Wright,"Nov 22, 2000",73243106,94999143,248099143
Unbreakable,2000,Spencer Treat Clark,"Nov 22, 2000",73243106,94999143,248099143
42,2013,Chadwick Boseman,"Apr 12, 2013",31000000,95020213,97470701
42,2013,T.R. Knight,"Apr 12, 2013",31000000,95020213,97470701
42,2013,Harrison Ford,"Apr 12, 2013",31000000,95020213,97470701
42,2013,Nicole Beharie,"Apr 12, 2013",31000000,95020213,97470701
Flashdance,1983,Jennifer Beals,"Apr 15, 1983",7000000,90463574,201463574
Flashdance,1983,Michael Nouri,"Apr 15, 1983",7000000,90463574,201463574
Flashdance,1983,Lilia Skala,"Apr 15, 1983",7000000,90463574,201463574
Flashdance,1983,Sunny Johnson,"Apr 15, 1983",7000000,90463574,201463574
The Book of Eli,2010,Denzel Washington,"Jan 15, 2010",80000000,94835059,158750817
The Book of Eli,2010,Mila Kunis,"Jan 15, 2010",80000000,94835059,158750817
The Book of Eli,2010,Ray Stevenson,"Jan 15, 2010",80000000,94835059,158750817
The Book of Eli,2010,Gary Oldman,"Jan 15, 2010",80000000,94835059,158750817
Beverly Hills Chihuahua,2008,Drew Barrymore,"Oct 3, 2008",20000000,94514402,154218168
Beverly Hills Chihuahua,2008,George Lopez,"Oct 3, 2008",20000000,94514402,154218168
Beverly Hills Chihuahua,2008,Piper Perabo,"Oct 3, 2008",20000000,94514402,154218168
Beverly Hills Chihuahua,2008,Manolo Cardona,"Oct 3, 2008",20000000,94514402,154218168
The Mask of Zorro,1998,Antonio Banderas,"Jul 17, 1998",65000000,93828745,233700000
The Mask of Zorro,1998,Anthony Hopkins,"Jul 17, 1998",65000000,93828745,233700000
The Mask of Zorro,1998,Catherine Zeta-Jones,"Jul 17, 1998",65000000,93828745,233700000
The Mask of Zorro,1998,José María de Tavira,"Jul 17, 1998",65000000,93828745,233700000
Maid in Manhattan,2002,Jennifer Lopez,"Dec 13, 2002",55000000,93932896,163838217
Maid in Manhattan,2002,Ralph Fiennes,"Dec 13, 2002",55000000,93932896,163838217
Maid in Manhattan,2002,Natasha Richardson,"Dec 13, 2002",55000000,93932896,163838217
Maid in Manhattan,2002,Stanley Tucci,"Dec 13, 2002",55000000,93932896,163838217
He's Just Not That Into You,2009,Ginnifer Goodwin,"Feb 6, 2009",40000000,93953653,181053657
He's Just Not That Into You,2009,Jennifer Aniston,"Feb 6, 2009",40000000,93953653,181053657
He's Just Not That Into You,2009,Jennifer Connelly,"Feb 6, 2009",40000000,93953653,181053657
He's Just Not That Into You,2009,Morgan Lily,"Feb 6, 2009",40000000,93953653,181053657
Master and Commander: The Far Side of the World,2003,Russell Crowe,"Nov 14, 2003",135000000,93926386,212912137
Master and Commander: The Far Side of the World,2003,Paul Bettany,"Nov 14, 2003",135000000,93926386,212912137
Master and Commander: The Far Side of the World,2003,Billy Boyd,"Nov 14, 2003",135000000,93926386,212912137
Master and Commander: The Far Side of the World,2003,James D'Arcy,"Nov 14, 2003",135000000,93926386,212912137
Flight,2012,Denzel Washington,"Nov 2, 2012",31000000,93772375,160558438
Flight,2012,Nadine Velazquez,"Nov 2, 2012",31000000,93772375,160558438
Flight,2012,Don Cheadle,"Nov 2, 2012",31000000,93772375,160558438
Flight,2012,John Goodman,"Nov 2, 2012",31000000,93772375,160558438
The Ten Commandments,1956,Charlton Heston,"Oct 5, 1956",13500000,85400591,85434516
The Ten Commandments,1956,Yul Brynner,"Oct 5, 1956",13500000,85400591,85434516
The Ten Commandments,1956,Anne Baxter,"Oct 5, 1956",13500000,85400591,85434516
The Ten Commandments,1956,Edward G. Robinson,"Oct 5, 1956",13500000,85400591,85434516
The Fighter,2010,Mark Wahlberg,"Dec 10, 2010",11000000,93617009,129262388
The Fighter,2010,Christian Bale,"Dec 10, 2010",11000000,93617009,129262388
The Fighter,2010,Amy Adams,"Dec 10, 2010",11000000,93617009,129262388
The Fighter,2010,Melissa Leo,"Dec 10, 2010",11000000,93617009,129262388
America's Sweethearts,2001,Julia Roberts,"Jul 20, 2001",46000000,93607673,160648493
America's Sweethearts,2001,John Cusack,"Jul 20, 2001",46000000,93607673,160648493
America's Sweethearts,2001,Billy Crystal,"Jul 20, 2001",46000000,93607673,160648493
America's Sweethearts,2001,Catherine Zeta-Jones,"Jul 20, 2001",46000000,93607673,160648493
The Bucket List,2007,Jack Nicholson,"Dec 25, 2007",45000000,93466502,174807445
The Bucket List,2007,Morgan Freeman,"Dec 25, 2007",45000000,93466502,174807445
The Bucket List,2007,Sean Hayes,"Dec 25, 2007",45000000,93466502,174807445
The Bucket List,2007,Beverly Todd,"Dec 25, 2007",45000000,93466502,174807445
Tomorrowland,2015,George Clooney,"May 20, 2015",170000000,93436322,206627518
Tomorrowland,2015,Britt Robertson,"May 20, 2015",170000000,93436322,206627518
Tomorrowland,2015,Hugh Laurie,"May 20, 2015",170000000,93436322,206627518
Tomorrowland,2015,Raffey Cassidy,"May 20, 2015",170000000,93436322,206627518
The Magnificent Seven,2016,Denzel Washington,"Sep 12, 2016",90000000,93432655,162525156
The Magnificent Seven,2016,Chris Pratt,"Sep 12, 2016",90000000,93432655,162525156
The Magnificent Seven,2016,Ethan Hawke,"Sep 12, 2016",90000000,93432655,162525156
The Magnificent Seven,2016,Vincent D'Onofrio,"Sep 12, 2016",90000000,93432655,162525156
Two Weeks Notice,2002,Sandra Bullock,"Dec 20, 2002",60000000,93354918,199043309
Two Weeks Notice,2002,Hugh Grant,"Dec 20, 2002",60000000,93354918,199043309
Two Weeks Notice,2002,Alicia Witt,"Dec 20, 2002",60000000,93354918,199043309
Two Weeks Notice,2002,Dana Ivey,"Dec 20, 2002",60000000,93354918,199043309
Red Dragon,2002,Anthony Hopkins,"Oct 4, 2002",78000000,92955420,206455420
Red Dragon,2002,Edward Norton,"Oct 4, 2002",78000000,92955420,206455420
Red Dragon,2002,Ralph Fiennes,"Oct 4, 2002",78000000,92955420,206455420
Red Dragon,2002,Harvey Keitel,"Oct 4, 2002",78000000,92955420,206455420
Elysium,2013,Matt Damon,"Aug 9, 2013",120000000,93050117,286192091
Elysium,2013,Jodie Foster,"Aug 9, 2013",120000000,93050117,286192091
Elysium,2013,Sharlto Copley,"Aug 9, 2013",120000000,93050117,286192091
Elysium,2013,Alice Braga,"Aug 9, 2013",120000000,93050117,286192091
Flubber,1997,Robin Williams,"Nov 26, 1997",80000000,92993801,177993801
Flubber,1997,Marcia Gay Harden,"Nov 26, 1997",80000000,92993801,177993801
Flubber,1997,Christopher McDonald,"Nov 26, 1997",80000000,92993801,177993801
Flubber,1997,Ted Levine,"Nov 26, 1997",80000000,92993801,177993801
The Town,2010,Ben Affleck,"Sep 17, 2010",37000000,92186262,152566881
The Town,2010,Rebecca Hall,"Sep 17, 2010",37000000,92186262,152566881
The Town,2010,Jon Hamm,"Sep 17, 2010",37000000,92186262,152566881
The Town,2010,Jeremy Renner,"Sep 17, 2010",37000000,92186262,152566881
Non-Stop,2014,Liam Neeson,"Feb 28, 2014",50000000,91742160,222383055
Non-Stop,2014,Julianne Moore,"Feb 28, 2014",50000000,91742160,222383055
Non-Stop,2014,Scoot McNairy,"Feb 28, 2014",50000000,91742160,222383055
Non-Stop,2014,Michelle Dockery,"Feb 28, 2014",50000000,91742160,222383055
The Client,1994,Susan Sarandon,"Jul 20, 1994",45000000,92115211,117615211
The Client,1994,Tommy Lee Jones,"Jul 20, 1994",45000000,92115211,117615211
The Client,1994,Brad Renfro,"Jul 20, 1994",45000000,92115211,117615211
The Client,1994,Mary-Louise Parker,"Jul 20, 1994",45000000,92115211,117615211
Blade Runner 2049,2017,Harrison Ford,"Sep 29, 2017",185000000,92054159,259349919
Blade Runner 2049,2017,Ryan Gosling,"Sep 29, 2017",185000000,92054159,259349919
Blade Runner 2049,2017,Ana de Armas,"Sep 29, 2017",185000000,92054159,259349919
Blade Runner 2049,2017,Dave Bautista,"Sep 29, 2017",185000000,92054159,259349919
Star Trek: First Contact,1996,Patrick Stewart,"Nov 22, 1996",46000000,92027888,150000000
Star Trek: First Contact,1996,Jonathan Frakes,"Nov 22, 1996",46000000,92027888,150000000
Star Trek: First Contact,1996,Brent Spiner,"Nov 22, 1996",46000000,92027888,150000000
Star Trek: First Contact,1996,LeVar Burton,"Nov 22, 1996",46000000,92027888,150000000
Think Like a Man,2012,Chris Brown,"Apr 20, 2012",12000000,91547205,113373764
Think Like a Man,2012,Gabrielle Union,"Apr 20, 2012",12000000,91547205,113373764
Think Like a Man,2012,Kevin Hart,"Apr 20, 2012",12000000,91547205,113373764
Think Like a Man,2012,Michael Ealy,"Apr 20, 2012",12000000,91547205,113373764
Kindergarten Cop,1990,Arnold Schwarzenegger,"Dec 21, 1990",26000000,91457688,202000000
Kindergarten Cop,1990,Penelope Ann Miller,"Dec 21, 1990",26000000,91457688,202000000
Kindergarten Cop,1990,Pamela Reed,"Dec 21, 1990",26000000,91457688,202000000
Kindergarten Cop,1990,Linda Hunt,"Dec 21, 1990",26000000,91457688,202000000
The Haunting,1999,Liam Neeson,"Jul 23, 1999",80000000,91188905,180188905
The Haunting,1999,Catherine Zeta-Jones,"Jul 23, 1999",80000000,91188905,180188905
The Haunting,1999,Owen Wilson,"Jul 23, 1999",80000000,91188905,180188905
The Haunting,1999,Lili Taylor,"Jul 23, 1999",80000000,91188905,180188905
Crimson Tide,1995,Gene Hackman,"May 12, 1995",55000000,91387195,159387195
Crimson Tide,1995,Denzel Washington,"May 12, 1995",55000000,91387195,159387195
Crimson Tide,1995,Matt Craven,"May 12, 1995",55000000,91387195,159387195
Crimson Tide,1995,George Dzundza,"May 12, 1995",55000000,91387195,159387195
Ride Along 2,2016,Ice Cube,"Jan 14, 2016",40000000,90862685,124827316
Ride Along 2,2016,Kevin Hart,"Jan 14, 2016",40000000,90862685,124827316
Ride Along 2,2016,Tika Sumpter,"Jan 14, 2016",40000000,90862685,124827316
Ride Along 2,2016,Benjamin Bratt,"Jan 14, 2016",40000000,90862685,124827316
Stepmom,1998,Julia Roberts,"Dec 25, 1998",50000000,91137662,159745279
Stepmom,1998,Susan Sarandon,"Dec 25, 1998",50000000,91137662,159745279
Stepmom,1998,Ed Harris,"Dec 25, 1998",50000000,91137662,159745279
Stepmom,1998,Jena Malone,"Dec 25, 1998",50000000,91137662,159745279
The Imitation Game,2014,Benedict Cumberbatch,"Nov 14, 2014",15000000,91125143,227740463
The Imitation Game,2014,Keira Knightley,"Nov 14, 2014",15000000,91125143,227740463
The Imitation Game,2014,Matthew Goode,"Nov 14, 2014",15000000,91125143,227740463
The Imitation Game,2014,Allen Leech,"Nov 14, 2014",15000000,91125143,227740463
Save the Last Dance,2001,Julia Stiles,"Jan 12, 2001",13000000,91038276,122244329
Save the Last Dance,2001,Sean Patrick Thomas,"Jan 12, 2001",13000000,91038276,122244329
Save the Last Dance,2001,Kerry Washington,"Jan 12, 2001",13000000,91038276,122244329
Save the Last Dance,2001,Fredro Starr,"Jan 12, 2001",13000000,91038276,122244329
The Scorpion King,2002,Dwayne Johnson,"Apr 18, 2002",60000000,90580000,165890634
The Scorpion King,2002,Steven Brand,"Apr 18, 2002",60000000,90580000,165890634
The Scorpion King,2002,Michael Clarke Duncan,"Apr 18, 2002",60000000,90580000,165890634
The Scorpion King,2002,Kelly Hu,"Apr 18, 2002",60000000,90580000,165890634
The Karate Kid,1984,Ralph Macchio,"Jun 22, 1984",8000000,90815558,90815558
The Karate Kid,1984,Pat Morita,"Jun 22, 1984",8000000,90815558,90815558
The Karate Kid,1984,Elisabeth Shue,"Jun 22, 1984",8000000,90815558,90815558
The Karate Kid,1984,Martin Kove,"Jun 22, 1984",8000000,90815558,90815558
Antz,1998,Woody Allen,"Oct 2, 1998",60000000,90757863,152457863
Antz,1998,Sharon Stone,"Oct 2, 1998",60000000,90757863,152457863
Antz,1998,Gene Hackman,"Oct 2, 1998",60000000,90757863,152457863
Antz,1998,Sylvester Stallone,"Oct 2, 1998",60000000,90757863,152457863
Scary Movie 4,2006,Anna Faris,"Apr 14, 2006",40000000,90710620,178710620
Scary Movie 4,2006,Regina Hall,"Apr 14, 2006",40000000,90710620,178710620
Scary Movie 4,2006,Craig Bierko,"Apr 14, 2006",40000000,90710620,178710620
Scary Movie 4,2006,Bill Pullman,"Apr 14, 2006",40000000,90710620,178710620
The Game Plan,2007,Dwayne Johnson,"Sep 28, 2007",22000000,90648202,146590987
The Game Plan,2007,Kyra Sedgwick,"Sep 28, 2007",22000000,90648202,146590987
The Game Plan,2007,Madison Pettis,"Sep 28, 2007",22000000,90648202,146590987
The Game Plan,2007,Roselyn Sanchez,"Sep 28, 2007",22000000,90648202,146590987
Space Cowboys,2000,Clint Eastwood,"Aug 4, 2000",65000000,90454043,128874043
Space Cowboys,2000,Tommy Lee Jones,"Aug 4, 2000",65000000,90454043,128874043
Space Cowboys,2000,Donald Sutherland,"Aug 4, 2000",65000000,90454043,128874043
Space Cowboys,2000,James Garner,"Aug 4, 2000",65000000,90454043,128874043
Space Jam,1996,Michael Jordan,"Nov 15, 1996",80000000,90463534,250180384
Space Jam,1996,Wayne Knight,"Nov 15, 1996",80000000,90463534,250180384
Space Jam,1996,Theresa Randle,"Nov 15, 1996",80000000,90463534,250180384
Space Jam,1996,Manner Washington,"Nov 15, 1996",80000000,90463534,250180384
Get Hard,2015,Will Ferrell,"Mar 26, 2015",40000000,90411453,106511453
Get Hard,2015,Kevin Hart,"Mar 26, 2015",40000000,90411453,106511453
Get Hard,2015,Alison Brie,"Mar 26, 2015",40000000,90411453,106511453
Get Hard,2015,T.I.,"Mar 26, 2015",40000000,90411453,106511453
Mystic River,2003,Sean Penn,"Oct 8, 2003",30000000,90135191,156822020
Mystic River,2003,Tim Robbins,"Oct 8, 2003",30000000,90135191,156822020
Mystic River,2003,Kevin Bacon,"Oct 8, 2003",30000000,90135191,156822020
Mystic River,2003,Emmy Rossum,"Oct 8, 2003",30000000,90135191,156822020
Flightplan,2005,Jodie Foster,"Sep 23, 2005",55000000,89706988,214392904
Flightplan,2005,Peter Sarsgaard,"Sep 23, 2005",55000000,89706988,214392904
Flightplan,2005,Sean Bean,"Sep 23, 2005",55000000,89706988,214392904
Flightplan,2005,Kate Beahan,"Sep 23, 2005",55000000,89706988,214392904
